srn,manufacturer,mandateType,manufacturer_country,mandate_holder_chrn,mandate_holder_name,mandate_holder_uid
IT-MF-000034503,LP ITALIANA SPA,MF,IT,CHRN-AR-20000807,Swiss AR Services AG,CHE446369647
IT-MF-000034521,Wolf Srl,MF,IT,CHRN-AR-20002462,SeenVision GmbH,CHE376003400
IT-MF-000034963,KADOR OCCHIALERIA s.r.l. a socio unico,MF,IT,CHRN-AR-20002680,EYEART Vision GmbH,CHE370576040
IT-MF-000035568,Callegari S.r.l.,MF,IT,CHRN-AR-20000807,Swiss AR Services AG,CHE446369647
IT-MF-000035583,DAS srl,MF,IT,CHRN-AR-20003375,Ruwag Handels AG,CHE103871316
IT-MF-000035595,BGS General Srl,MF,IT,CHRN-AR-20001035,MDSS CH GmbH,CHE469219639
IT-MF-000037663,Qualimed S.r.l.,MF,IT,CHRN-AR-20010121,Twinoptic Sàrl,CHE350090975
IT-MF-000038206,Gruppo Bioimpianti Srl,MF,IT,CHRN-AR-20000807,Swiss AR Services AG,CHE446369647
IT-MF-000038533,NCS Lab Srl,MF,IT,CHRN-AR-20000619,Device&Care Sagl,CHE456306571
IT-MF-000040802,Out of Srl,MF,IT,CHRN-AR-20002462,SeenVision GmbH,CHE376003400
IT-MF-000040982,PENTAFERTE ITALIA s.r.l.,MF,IT,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
IT-MF-000040989,Mectronic Medicale s.r.l.,MF,IT,CHRN-AR-20000807,Swiss AR Services AG,CHE446369647
IT-MF-000040990,Kartell SPA Labware Division,MF,IT,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
IT-MF-000041566,INDUSTRIA ZINGARDI S.R.L.,MF,IT,CHRN-AR-20001392,Curaden AG,CHE105801551
IT-MF-000044768,DIGI PROJECT SNC DI MARIANI DANIELE E GIULIA,MF,IT,CHRN-AR-20010525,ALTRION Sagl,CHE325964507
IT-MF-000044809,DMD Computers s.r.l.,MF,IT,CHRN-AR-20002390,TAS SAT AG,CHE204563935
IT-MF-000047466,IVISION TECH SPA,MF,IT,CHRN-AR-20010121,Twinoptic Sàrl,CHE350090975
IT-MF-000048764,Tecnomed Italia S.r.l.,MF,IT,CHRN-AR-20002390,TAS SAT AG,CHE204563935
IT-MF-000049596,ACEA MEDICA Srl [IT],MF,IT,CHRN-AR-20003633,swiss pharmamed gmbh,CHE261041615
IT-MF-000051528,Permobil Progeo Active Design S.r.l,MF,IT,CHRN-AR-20002534,Permobil AG,CHE104856466
IT-MF000012370,CMED Aesthetics SPA,MF,IT,CHRN-AR-20002148,VAMEDIS Swiss GmbH,CHE113066517
IT-PR-000010737,B. Braun Avitum Italy S.p.A.,PR,IT,CHRN-AR-20000719,B. Braun Medical AG,CHE106032803
IT-PR-000012296,Zhermack SpA,PR,IT,CHRN-AR-20001253,MAILLEFER INSTRUMENTS HOLDING Sàrl,CHE100026046
IT-PR-000012691,LimaCorporate S.p.A.,PR,IT,CHRN-AR-20010469,Mathys AG Bettlach,CHE110087003
IT-PR-000023489,N.G.C. Medical s.r.l,PR,IT,CHRN-AR-20010235,"Medtronic (Schweiz) AG, c/o Medtronic International Trading Sàrl",
IT-PR-000029428,THD SpA,PR,IT,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
IT-PR-000031482,Lipogems International S.p.A.,PR,IT,CHRN-AR-20000652,The Tao of Excellence GmbH,CHE492682283
IT-PR-000038767,Tema Sinergie S.p.A.,PR,IT,CHRN-AR-20003888,Élite Med Group Sagl,CHE396970303
IT-PR-000046613,PHOENIX S.R.L.,PR,IT,CHRN-AR-20003888,Élite Med Group Sagl,CHE396970303
IT-PR-000046885,Medical Products Research S.r.l.,PR,IT,CHRN-AR-20001306,ALBO Healthcare GmbH,CHE115819481
IT_MF_000021998,Dealfa Srl.,MF,IT,CHRN-AR-20001617,forni medical GmbH,CHE105566456
JO-MF-000003924,Eon Dental Jordan Free Zones,MF,JO,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
JP-MF-000001989,Goodman Co Ltd,MF,JP,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
JP-MF-000003008,"ARKRAY Factory, Inc.",MF,JP,CHRN-AR-20003172,Axon Lab AG,CHE106066788
JP-MF-000004195,"Ohira Co.,Ltd.",MF,JP,CHRN-AR-20001735,VISAVI Instruments suisses Sàrl,CHE111724309
JP-MF-000004196,"TOWA MEDICAL INSTRUMENTS CO.,LTD.",MF,JP,CHRN-AR-20001735,VISAVI Instruments suisses Sàrl,CHE111724309
JP-MF-000004197,NICHIBAN CO LTD,MF,JP,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
JP-MF-000004361,"Rexxam Co.,Ltd",MF,JP,CHRN-AR-20001735,VISAVI Instruments suisses Sàrl,CHE111724309
JP-MF-000004827,"Nemoto Kyorindo Co., Ltd.",MF,JP,CHRN-AR-20001663,Medicor Europe AG,CHE143411151
JP-MF-000005193,Konan Medical Inc.,MF,JP,CHRN-AR-20001403,Decomplix AG,CHE150315179
JP-MF-000006483,Alcare Co. Ltd.,MF,JP,CHRN-AR-20001403,Decomplix AG,CHE150315179
JP-MF-000007041,TAUNS Laboratories Inc,MF,JP,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
JP-MF-000007059,PIOLAX MEDICAL DEVICES INC,MF,JP,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
JP-MF-000007213,"OMRON Healthcare Co., Ltd.",MF,JP,CHRN-AR-20000852,Advance AG,CHE100422985
JP-MF-000008016,OLYMPUS MEDICAL SYSTEMS CORP.,MF,JP,CHRN-AR-20001514,Olympus Schweiz AG,CHE103753941
JP-MF-000008214,"Konica Minolta, Inc.",MF,JP,CHRN-AR-20001920,Hevac Products SA,CHE107969262
JP-MF-000008253,"Fukuda Denshi Co., Ltd.",MF,JP,CHRN-AR-20001948,Arnold Bott AG,CHE100127380
JP-MF-000008262,JIMRO Co Ltd,MF,JP,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
JP-MF-000008485,TSK Laboratory Japan,MF,JP,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
JP-MF-000008516,PHC Corporation [EN],MF,JP,CHRN-AR-20003172,Axon Lab AG,CHE106066788
JP-MF-000009698,PHC Corporation,MF,JP,CHRN-AR-20002263,Ascensia Diabetes Care Holdings AG,CHE427105881
JP-MF-000009922,TEAC CORPORATION,MF,JP,CHRN-AR-20002727,Casus Switzerland GmbH,CHE394515974
JP-MF-000010113,Yasui Co. Ltd.,MF,JP,CHRN-AR-20001403,Decomplix AG,CHE150315179
JP-MF-000010199,"ASAHI INTECC CO., LTD.",MF,JP,CHRN-AR-20000418,Meditrial Europe AG,CHE115033718
JP-MF-000010401,FUJIFILM Corporation,MF,JP,CHRN-AR-20001817,Fujifilm Healthcare Europe Holding AG,CHE108383716
JP-MF-000010849,"CREATE MEDIC CO., LTD.",MF,JP,CHRN-AR-20001035,MDSS CH GmbH,CHE469219639
JP-MF-000011106,TOKAI MEDICAL PRODUCTS INC,MF,JP,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
JP-MF-000011159,"HIVIX Co., Ltd.",MF,JP,CHRN-AR-20001306,ALBO Healthcare GmbH,CHE115819481
JP-MF-000011221,Fujirebio Inc.,MF,JP,CHRN-AR-20002058,Qarad Suisse SA,CHE250073976
JP-MF-000011253,SB-KAWASUMI LABORATORIES INC,MF,JP,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
JP-MF-000011271,Nakanishi Inc.,MF,JP,CHRN-AR-20000807,Swiss AR Services AG,CHE446369647
JP-MF-000012052,Takara Belmont Corporation,MF,JP,CHRN-AR-20001306,ALBO Healthcare GmbH,CHE115819481
JP-MF-000012274,SEIRIN Corporation,MF,JP,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
JP-MF-000012831,"Anzai Medical Co, Ltd.",MF,JP,CHRN-AR-20000905,Raditec Medical AG,CHE113017111
JP-MF-000013805,Togo Medikit Co Ltd,MF,JP,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
JP-MF-000013944,FUJIFILM Wako Pure Chemical Corporation,MF,JP,CHRN-AR-20001817,Fujifilm Healthcare Europe Holding AG,CHE108383716
JP-MF-000014553,Sony Corporation,MF,JP,CHRN-AR-20002541,"Sony Europe B.V., Hoofddorp, Schlieren/Switzerland Branch",CHE298201184
JP-MF-000015205,SHOFU INC.,MF,JP,CHRN-AR-20000807,Swiss AR Services AG,CHE446369647
JP-MF-000015551,GUNZE LIMITED,MF,JP,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
JP-MF-000016481,WHILL INC,MF,JP,CHRN-AR-20000950,CMC Medical Devices GmbH,CHE484802757
JP-MF-000016663,"Kai Industries Co., Ltd.",MF,JP,CHRN-AR-20001600,Medilas AG,CHE108045604
JP-MF-000017326,Kuraray Noritake Dental Inc Kurashiki,MF,JP,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
JP-MF-000017328,Kuraray Noritake  Dental Inc. Miyoshi,MF,JP,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
JP-MF-000017478,Terumo Corporation,MF,JP,CHRN-AR-20002038,"Terumo BCT Europe, Zaventem (Belgien), Zweigniederlassung Zug",CHE114264698
JP-MF-000017860,"MANI, INC.",MF,JP,CHRN-AR-20001698,Obelis Swiss GmbH,CHE407391181
JP-MF-000017864,"MEDICAL & BIOLOGICAL LABORATORIES CO., LTD.",MF,JP,CHRN-AR-20002058,Qarad Suisse SA,CHE250073976
JP-MF-000017923,TOMEY CORPORATION,MF,JP,CHRN-AR-20001204,Arazy Group Swiss GmbH,CHE294529912
JP-MF-000018097,"EIKEN CHEMICAL CO., LTD. ",MF,JP,CHRN-AR-20001204,Arazy Group Swiss GmbH,CHE294529912
JP-MF-000018374,KITAZATO Corporation,MF,JP,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
JP-MF-000018505,Feather Safety Razor,MF,JP,CHRN-AR-20000424,pfm medical cpp SA,CHE107962231
JP-MF-000018708,FUJIFILM Healthcare Corporation,MF,JP,CHRN-AR-20001817,Fujifilm Healthcare Europe Holding AG,CHE108383716
JP-MF-000019003,"Hamamatsu Photonics K.K., Systems Division",MF,JP,CHRN-AR-20003598,"Hamamatsu Photonics France, Massy (F), Zweigniederlassung Solothurn",CHE107728480
JP-MF-000019022,NIHON KOHDEN CORPORATION,MF,JP,CHRN-AR-20000675,Leuag AG,CHE106004416
JP-MF-000019276,"Nikkiso co., Ltd.",MF,JP,CHRN-AR-20001922,Theramed AG Therapie- und Medizintechnik,CHE103629850
JP-MF-000019613,"Kowa Company, Ltd.",MF,JP,CHRN-AR-20001600,Medilas AG,CHE108045604
JP-MF-000020702,"SEED Co., Ltd. ",MF,JP,CHRN-AR-20002151,Sensimed SA,CHE314922031
JP-MF-000021126,"Kowa Company, Ltd. Chofu Factory",MF,JP,CHRN-AR-20001600,Medilas AG,CHE108045604
JP-MF-000021775,"KEISEI MEDICAL INDUSTRIAL CO., LTD.",MF,JP,CHRN-AR-20010254,Medius AG,CHE108645282
JP-MF-000022209,"Sakura Seiki Co., Ltd.",MF,JP,CHRN-AR-20000730,MedNet Swiss GmbH,CHE423085096
JP-MF-000022210,"Sakura Finetek Japan Co., Ltd.",MF,JP,CHRN-AR-20000730,MedNet Swiss GmbH,CHE423085096
JP-MF-000022228,"NIKON-ESSILOR CO., LTD.",MF,JP,CHRN-AR-20001818,Reize Optik AG,CHE312090230
JP-MF-000023000,J. MORITA MFG. CORP.,MF,JP,CHRN-AR-20001403,Decomplix AG,CHE150315179
JP-MF-000023544,JVCKENWOOD Corporation,MF,JP,CHRN-AR-20001815,Rein Medical AG,CHE105010940
JP-MF-000023565,Charmant Inc.,MF,JP,CHRN-AR-20000167,Easy Medical Device GmbH,CHE420328902
JP-MF-000023949,Matsunami Glass Ind. Ltd.,MF,JP,CHRN-AR-20001403,Decomplix AG,CHE150315179
JP-MF-000024294,"Dainippon Seiki Co., Ltd.",MF,JP,CHRN-AR-20000730,MedNet Swiss GmbH,CHE423085096
JP-MF-000025145,"Shimadzu Corporation, Medical Systems Division",MF,JP,CHRN-AR-20001817,Fujifilm Healthcare Europe Holding AG,CHE108383716
JP-MF-000026339,Unisis Corporation,MF,JP,CHRN-AR-20001445,Cosanum AG,CHE107967501
JP-MF-000026447,Goodman Co Ltd Goodman Research Center,MF,JP,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
JP-MF-000027470,Evident Corporation,MF,JP,CHRN-AR-20002842,"Evident Europe GmbH, Hamburg, Zweigniederlassung Basel",CHE132752458
JP-MF-000028068,FINDEX Inc.,MF,JP,CHRN-AR-20001735,VISAVI Instruments suisses Sàrl,CHE111724309
JP-MF-000028222,PreXion Corporation,MF,DE,CHRN-AR-20001392,Curaden AG,CHE105801551
JP-MF-000028596,santec OIS Corporation,MF,JP,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
JP-MF-000029061,"Precision System Science Co., Ltd.",MF,JP,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
JP-MF-000029140,"TERUMO CLINICAL SUPPLY CO., LTD.",MF,JP,CHRN-AR-20001345,"Terumo Deutschland GmbH, Eschborn, Zweigniederlassung Spreitenbach",CHE113968816
JP-MF-000030130,"MATSUDA EYEWEAR JAPAN, LLC",MF,JP,CHRN-AR-20001499,Swisshorn + Eyewear AG,CHE110148679
JP-MF-000031415,Reprolife Inc.,MF,JP,CHRN-AR-20001403,Decomplix AG,CHE150315179
JP-MF-000033625,Tokuyama Dental Corporation,MF,JP,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
JP-MF-000039664,Atom Medical Corporation,MF,JP,CHRN-AR-20000187,ewimed Switzerland AG,CHE114986679
JP-MF-000040149,"Sagami Rubber Industries Co., Ltd.",MF,JP,CHRN-AR-20001766,Effectum CH-REP AG,CHE450332825
JP-MF-000040151,NIDEK CO LTD,MF,JP,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
JP-MF-000040346,J. MORITA TOKYO MFG. CORP.,MF,JP,CHRN-AR-20001403,Decomplix AG,CHE150315179
JP-MF-000041533,"Masunaga Optical Mfg. Co., Ltd.",MF,JP,CHRN-AR-20000946,confinis ch-rep ag,CHE336658658
KE-MF-000040179,FULLCARE (KENYA) MEDICAL SEZ LIMITED,MF,KE,CHRN-AR-20000730,MedNet Swiss GmbH,CHE423085096
KR-MF-000002016,JPI Healthcare Co Ltd,MF,KR,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
KR-MF-000002344,IMEDICOM Co Ltd,MF,KR,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
KR-MF-000004808,"NEXTBIOMEDICAL CO., LTD.",MF,KR,CHRN-AR-20001698,Obelis Swiss GmbH,CHE407391181
KR-MF-000005200,Lunit Inc.,MF,KR,CHRN-AR-20001698,Obelis Swiss GmbH,CHE407391181
KR-MF-000007132,Medit Corp.,MF,KR,CHRN-AR-20000418,Meditrial Europe AG,CHE115033718
KR-MF-000007515,Taewoong Medical Co. Ltd.,MF,KR,CHRN-AR-20000571,Fumedica AG,CHE103747478
KR-MF-000007516,"TS Co., Ltd.",MF,KR,CHRN-AR-20001306,ALBO Healthcare GmbH,CHE115819481
KR-MF-000008128,"REMED Co.,Ltd.",MF,KR,CHRN-AR-20001698,Obelis Swiss GmbH,CHE407391181
KR-MF-000008513,Jeisys Medical Inc.,MF,KR,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
KR-MF-000008605,STARmed Co Ltd,MF,KR,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
KR-MF-000008969,Osteonic Co Ltd,MF,KR,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
KR-MF-000009035,Lutronic,MF,KR,CHRN-AR-20001908,Orcos Medical AG,CHE112915757
KR-MF-000009118,Ilooda Co Ltd,MF,KR,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
KR-MF-000009149,AIRS Medical Inc.,MF,KR,CHRN-AR-20001698,Obelis Swiss GmbH,CHE407391181
KR-MF-000009168,SD Biosensor Inc.,MF,KR,CHRN-AR-20001403,Decomplix AG,CHE150315179
KR-MF-000009173,"i-SENS, Inc.",MF,KR,CHRN-AR-20001403,Decomplix AG,CHE150315179
KR-MF-000009681,META BIOMED CO LTD,MF,KR,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
KR-MF-000009885,"MegaGen Implant Co., Ltd.",MF,KR,CHRN-AR-20001035,MDSS CH GmbH,CHE469219639
KR-MF-000010998,"INFINITT Healthcare Co., Ltd.",MF,KR,CHRN-AR-20001698,Obelis Swiss GmbH,CHE407391181
KR-MF-000011028,Boditech Med Inc.,MF,KR,CHRN-AR-20001948,Arnold Bott AG,CHE100127380
KR-MF-000011555,"Coreline Soft Co., Ltd.",MF,KR,CHRN-AR-20001690,Freyr Life Sciences GmbH,CHE339468048
KR-MF-000011621,HASS CORP.,MF,KR,CHRN-AR-20000807,Swiss AR Services AG,CHE446369647
KR-MF-000011623,"M.I. Tech Co., Ltd",MF,KR,CHRN-AR-20001474,DesoMedical AG,CHE102912763
KR-MF-000011855,LivsMed Inc.,MF,KR,CHRN-AR-20000652,The Tao of Excellence GmbH,CHE492682283
KR-MF-000012358,Atex Co. Ltd,MF,KR,CHRN-AR-20003614,Sipsongpanna Holding AG,CHE329610178
KR-MF-000012441,DRTECH Co.,MF,KR,CHRN-AR-20001948,Arnold Bott AG,CHE100127380
KR-MF-000012442,"VERICOM CO., LTD. ",MF,KR,CHRN-AR-20001685,FKG Dentaire Sàrl,CHE105897232
KR-MF-000012478,SEOIL PACIFIC CORP.,MF,KR,CHRN-AR-20000674,OMCS Medical GmbH,CHE132539953
KR-MF-000012640,"MEKICS Co., Ltd",MF,KR,CHRN-AR-20000652,The Tao of Excellence GmbH,CHE492682283
KR-MF-000012647,"RF Medical Co., Ltd.",MF,KR,CHRN-AR-20001698,Obelis Swiss GmbH,CHE407391181
KR-MF-000012687,BIO PROTECH INC.,MF,KR,CHRN-AR-20000652,The Tao of Excellence GmbH,CHE492682283
KR-MF-000012692,Graphy Inc.,MF,KR,CHRN-AR-20002291,Mikrona Group AG,CHE102477218
KR-MF-000012755,Nasara Corporation,MF,KR,CHRN-AR-20000807,Swiss AR Services AG,CHE446369647
KR-MF-000012961,"Alpinion Medical Systems Co.,Ltd.",MF,KR,CHRN-AR-20001948,Arnold Bott AG,CHE100127380
KR-MF-000013011,VATECH Co Ltd,MF,KR,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
KR-MF-000013474,HansBiomed Corp,MF,KR,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
KR-MF-000013578,RecensMedical. Inc.,MF,KR,CHRN-AR-20003633,swiss pharmamed gmbh,CHE261041615
KR-MF-000013640,"DENTALL Co., Ltd.",MF,KR,CHRN-AR-20001698,Obelis Swiss GmbH,CHE407391181
KR-MF-000013925,SEIL GLOBAL,MF,KR,CHRN-AR-20003203,DENTAL ADDICT SUISSE SA,CHE173301231
KR-MF-000014713,"Rayence Co., Ltd.",MF,KR,CHRN-AR-20001913,digitalXray AG,CHE108387588
KR-MF-000015802,"Huvitz Co., Ltd.",MF,KR,CHRN-AR-20001035,MDSS CH GmbH,CHE469219639
KR-MF-000016624,"T&L Co.,Ltd.",MF,KR,CHRN-AR-20000807,Swiss AR Services AG,CHE446369647
KR-MF-000017308,"S&S Med Co.,Ltd.",MF,KR,CHRN-AR-20000167,Easy Medical Device GmbH,CHE420328902
KR-MF-000017522,AMI INC.,MF,KR,CHRN-AR-20000950,CMC Medical Devices GmbH,CHE484802757
KR-MF-000017990,DRGEM Corporation,MF,KR,CHRN-AR-20001698,Obelis Swiss GmbH,CHE407391181
KR-MF-000018662,Sure Dent Corporation,MF,KR,CHRN-AR-20001698,Obelis Swiss GmbH,CHE407391181
KR-MF-000018884,"DongBang Medical Co., Ltd.",MF,KR,CHRN-AR-20002034,FG-Health Concepts GmbH,CHE342943050
KR-MF-000019000,"Tascom co., ltd.",MF,KR,CHRN-AR-20001698,Obelis Swiss GmbH,CHE407391181
KR-MF-000019142,"SEWOONMEDICAL CO.,LTD.",MF,KR,CHRN-AR-20000807,Swiss AR Services AG,CHE446369647
KR-MF-000019741,"Woosam Medical Co., Ltd",MF,KR,CHRN-AR-20001051,Orthopartner AG,CHE108695110
KR-MF-000019879,"NEUROPHET, Inc.",MF,KR,CHRN-AR-20000807,Swiss AR Services AG,CHE446369647
KR-MF-000020005,OSSTEM IMPLANT Co Ltd,MF,KR,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
KR-MF-000020006,OSSTEM IMPLANT Co Ltd,MF,KR,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
KR-MF-000020590,MCube Technology Co Ltd,MF,KR,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
KR-MF-000021014,"GENORAY CO., Ltd.",MF,KR,CHRN-AR-20001698,Obelis Swiss GmbH,CHE407391181
KR-MF-000021424,"MEDITHINQ CO., LTD",MF,KR,CHRN-AR-20000950,CMC Medical Devices GmbH,CHE484802757
KR-MF-000021903,NanoEntek Inc.,MF,KR,CHRN-AR-20001403,Decomplix AG,CHE150315179
KR-MF-000022264,"Chiyewon Co., Ltd.",MF,KR,CHRN-AR-20000880,Nobel Biocare Services AG,CHE110128004
KR-MF-000022266,VUNO Inc.,MF,KR,CHRN-AR-20001698,Obelis Swiss GmbH,CHE407391181
KR-MF-000022275,"Seegene, Inc",MF,KR,CHRN-AR-20003331,BÜHLMANN Laboratories AG,CHE107878027
KR-MF-000022393,EUNSUNG GLOBAL CORP,MF,KR,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
KR-MF-000022687,Interojo Inc,MF,KR,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
KR-MF-000022749,"Kims Med Co., Ltd",MF,KR,CHRN-AR-20000304,TS Q&E GmbH,CHE285125875
KR-MF-000023296,B&L Biotech,MF,KR,CHRN-AR-20002834,FTC Frey Trading & Consulting Sàrl,CHE112583342
KR-MF-000023806,DIADENT GROUP INTERNATIONAL,MF,KR,CHRN-AR-20003203,DENTAL ADDICT SUISSE SA,CHE173301231
KR-MF-000024222,"PINE BM Co., Ltd.",MF,KR,CHRN-AR-20002727,Casus Switzerland GmbH,CHE394515974
KR-MF-000026309,"SNJ Co., Ltd.",MF,KR,CHRN-AR-20001948,Arnold Bott AG,CHE100127380
KR-MF-000026398,"WARANTEC Co., Ltd.",MF,KR,CHRN-AR-20010327,LDDL GmbH,CHE466915085
KR-MF-000026588,"J World Co., Ltd.",MF,KR,CHRN-AR-20000674,OMCS Medical GmbH,CHE132539953
KR-MF-000026826,"NIBEC Co., Ltd.",MF,KR,CHRN-AR-20000807,Swiss AR Services AG,CHE446369647
KR-MF-000029867,JMBIOTECH Corporation Limited,MF,KR,CHRN-AR-20003324,IMDA (Innovative Medtech Distribution & Academy) SA,CHE475398272
KR-MF-000031023,"Hironic Co., Ltd.",MF,KR,CHRN-AR-20001698,Obelis Swiss GmbH,CHE407391181
KR-MF-000031518,ClariPi Inc.,MF,KR,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
KR-MF-000031646,"PharmaResearch Co., Ltd.",MF,KR,CHRN-AR-20001698,Obelis Swiss GmbH,CHE407391181
KR-MF-000032555,"Dongbang Medical Co., Ltd",MF,KR,CHRN-AR-20010385,Sharifi MedTec GmbH,CHE206456813
KR-MF-000032605,"OSANG Healthcare Co., Ltd",MF,KR,CHRN-AR-20001698,Obelis Swiss GmbH,CHE407391181
KR-MF-000033621,"Noul Co., Ltd.",MF,KR,CHRN-AR-20001403,Decomplix AG,CHE150315179
KR-MF-000034861,Precision Biosensor Inc.,MF,KR,CHRN-AR-20001690,Freyr Life Sciences GmbH,CHE339468048
KR-MF-000035314,"Good Doctors Co., Ltd.",MF,KR,CHRN-AR-20000807,Swiss AR Services AG,CHE446369647
KR-MF-000036002,"SUNGJIN-HITECH CO., LTD",MF,KR,CHRN-AR-20001035,MDSS CH GmbH,CHE469219639
KR-MF-000037221,Gana R&D,MF,KR,CHRN-AR-20001110,"Sinclair Pharma GmbH, Mannheim (DE), Zweigniederlassung Zürich",CHE115621045
KR-MF-000038791,"DentKist, Inc.",MF,KR,CHRN-AR-20003203,DENTAL ADDICT SUISSE SA,CHE173301231
KR-MF-000039111,NSON,MF,KR,CHRN-AR-20001698,Obelis Swiss GmbH,CHE407391181
KR-MF-000040484,"WIZ MEDICAL Co., Ltd.",MF,KR,CHRN-AR-20002282,Swissray Technologies AG,CHE158555764
KR-MF-000043805,Arcreal Inc.,MF,KR,CHRN-AR-20000674,OMCS Medical GmbH,CHE132539953
KR-MF-000044445,"Cubelabs, Inc.",MF,KR,CHRN-AR-20001698,Obelis Swiss GmbH,CHE407391181
KR-MF000010116,Classys Inc,MF,KR,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
LT-MF-000001213,UAB Ligence,MF,LT,CHRN-AR-20002727,Casus Switzerland GmbH,CHE394515974
LT-MF-000004402,AR Baltic Medical UAB,MF,LT,CHRN-AR-20000652,The Tao of Excellence GmbH,CHE492682283
LT-MF-000008994,UAB Vitacon LT,MF,LT,CHRN-AR-20000675,Leuag AG,CHE106004416
LT-MF-000010902,Esco Medical Technologies UAB,MF,LT,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
LT-MF-000011782,MedDream UAB,MF,LT,CHRN-AR-20001204,Arazy Group Swiss GmbH,CHE294529912
